store_id,item_id,wm_yr_wk,sell_price
STORE_1,STORE_1_546,11104,5.48
STORE_1,STORE_1_547,11104,0.2
STORE_1,STORE_1_555,11104,1.48
STORE_1,STORE_1_584,11104,1.0
STORE_1,STORE_1_586,11104,1.48
STORE_1,STORE_1_587,11104,2.48
STORE_1,STORE_1_714,11104,1.48
STORE_1,STORE_1_727,11104,2.98
STORE_2,STORE_2_085,11105,1.0
STORE_2,STORE_2_043,11105,2.88
STORE_2,STORE_2_054,11105,2.28
STORE_2,STORE_2_090,11105,1.25
STORE_2,STORE_2_252,11105,1.48
STORE_2,STORE_2_376,11105,1.0
STORE_2,STORE_2_524,11105,1.0
STORE_2,STORE_2_555,11105,1.48
STORE_2,STORE_2_586,11105,1.48
STORE_2,STORE_2_587,11105,2.48
STORE_2,STORE_2_681,11105,1.25
STORE_2,STORE_2_714,11105,1.48
STORE_3,STORE_3_357,11105,1.57
STORE_3,STORE_3_360,11105,0.58
STORE_3,STORE_3_090,11105,1.25
STORE_3,STORE_3_222,11105,4.28
STORE_3,STORE_3_252,11105,1.48
STORE_3,STORE_3_389,11105,1.48
STORE_3,STORE_3_555,11105,1.48
STORE_3,STORE_3_586,11105,1.48
STORE_3,STORE_3_587,11105,2.68
STORE_3,STORE_3_714,11105,1.48
STORE_3,STORE_3_804,11105,1.88
STORE_1,STORE_1_064,11105,2.54
STORE_1,STORE_1_065,11105,2.94
STORE_1,STORE_1_376,11105,1.98
STORE_1,STORE_1_090,11105,1.25
STORE_1,STORE_1_252,11105,1.48
STORE_1,STORE_1_339,11105,0.88
STORE_1,STORE_1_546,11105,5.48
STORE_1,STORE_1_547,11105,0.2
STORE_1,STORE_1_555,11105,1.48
STORE_1,STORE_1_584,11105,1.0
STORE_1,STORE_1_586,11105,1.48
STORE_1,STORE_1_587,11105,2.48
STORE_1,STORE_1_714,11105,1.48
STORE_1,STORE_1_727,11105,2.98
STORE_2,STORE_2_085,11106,1.0
STORE_2,STORE_2_043,11106,2.88
STORE_2,STORE_2_054,11106,2.28
STORE_2,STORE_2_090,11106,1.25
STORE_2,STORE_2_252,11106,1.48
STORE_2,STORE_2_376,11106,1.0
STORE_2,STORE_2_524,11106,1.0
STORE_2,STORE_2_555,11106,1.48
STORE_2,STORE_2_586,11106,1.48
STORE_2,STORE_2_587,11106,2.48
STORE_2,STORE_2_681,11106,1.25
STORE_2,STORE_2_714,11106,1.48
STORE_3,STORE_3_357,11106,1.57
STORE_3,STORE_3_360,11106,0.58
STORE_3,STORE_3_090,11106,1.25
STORE_3,STORE_3_222,11106,4.28
STORE_3,STORE_3_252,11106,1.48
STORE_3,STORE_3_389,11106,1.48
STORE_3,STORE_3_555,11106,1.48
STORE_3,STORE_3_586,11106,1.48
STORE_3,STORE_3_587,11106,2.68
STORE_3,STORE_3_714,11106,1.48
STORE_3,STORE_3_804,11106,1.88
STORE_1,STORE_1_064,11106,2.54
STORE_1,STORE_1_065,11106,2.94
STORE_1,STORE_1_376,11106,1.98
STORE_1,STORE_1_090,11106,1.25
STORE_1,STORE_1_252,11106,1.48
STORE_1,STORE_1_339,11106,0.88
STORE_1,STORE_1_546,11106,5.48
STORE_1,STORE_1_547,11106,0.2
STORE_1,STORE_1_555,11106,1.48
STORE_1,STORE_1_584,11106,1.0
STORE_1,STORE_1_586,11106,1.48
STORE_1,STORE_1_587,11106,2.48
STORE_1,STORE_1_714,11106,1.48
STORE_1,STORE_1_727,11106,2.98
STORE_2,STORE_2_085,11107,1.0
STORE_2,STORE_2_043,11107,2.88
STORE_2,STORE_2_054,11107,2.28
STORE_2,STORE_2_090,11107,1.25
STORE_2,STORE_2_252,11107,1.48
STORE_2,STORE_2_376,11107,1.0
STORE_2,STORE_2_524,11107,1.0
STORE_2,STORE_2_555,11107,1.48
STORE_2,STORE_2_586,11107,1.48
STORE_2,STORE_2_587,11107,2.48
STORE_2,STORE_2_681,11107,1.25
STORE_2,STORE_2_714,11107,1.48
STORE_3,STORE_3_357,11107,1.57
STORE_3,STORE_3_360,11107,0.58
STORE_3,STORE_3_090,11107,1.25
STORE_3,STORE_3_222,11107,4.28
STORE_3,STORE_3_252,11107,1.48
STORE_3,STORE_3_389,11107,1.48
STORE_3,STORE_3_555,11107,1.48
STORE_3,STORE_3_586,11107,1.48
STORE_3,STORE_3_587,11107,2.68
STORE_3,STORE_3_714,11107,1.48
STORE_3,STORE_3_804,11107,1.88
STORE_1,STORE_1_064,11107,2.54
STORE_1,STORE_1_065,11107,2.94
STORE_1,STORE_1_376,11107,1.98
STORE_1,STORE_1_090,11107,1.25
STORE_1,STORE_1_252,11107,1.48
STORE_1,STORE_1_339,11107,0.88
STORE_1,STORE_1_546,11107,5.48
STORE_1,STORE_1_547,11107,0.2
STORE_1,STORE_1_555,11107,1.48
STORE_1,STORE_1_584,11107,1.0
STORE_1,STORE_1_586,11107,1.48
STORE_1,STORE_1_587,11107,2.48
STORE_1,STORE_1_714,11107,1.48
STORE_1,STORE_1_727,11107,2.98
STORE_2,STORE_2_085,11108,1.0
STORE_2,STORE_2_043,11108,2.88
STORE_2,STORE_2_054,11108,2.28
STORE_2,STORE_2_090,11108,1.25
STORE_2,STORE_2_252,11108,1.48
STORE_2,STORE_2_376,11108,1.0
STORE_2,STORE_2_524,11108,1.0
STORE_2,STORE_2_555,11108,1.48
STORE_2,STORE_2_586,11108,1.48
STORE_2,STORE_2_587,11108,2.48
STORE_2,STORE_2_681,11108,1.25
STORE_2,STORE_2_714,11108,1.48
STORE_3,STORE_3_357,11108,1.57
STORE_3,STORE_3_360,11108,0.58
STORE_3,STORE_3_090,11108,1.25
STORE_3,STORE_3_222,11108,4.28
STORE_3,STORE_3_252,11108,1.48
STORE_3,STORE_3_389,11108,1.48
STORE_3,STORE_3_555,11108,1.48
STORE_3,STORE_3_586,11108,1.48
STORE_3,STORE_3_587,11108,2.68
STORE_3,STORE_3_714,11108,1.48
STORE_3,STORE_3_804,11108,1.88
STORE_1,STORE_1_064,11108,2.54
STORE_1,STORE_1_065,11108,2.94
STORE_1,STORE_1_376,11108,1.98
STORE_1,STORE_1_090,11108,1.25
STORE_1,STORE_1_252,11108,1.48
STORE_1,STORE_1_339,11108,0.88
STORE_1,STORE_1_546,11108,5.48
STORE_1,STORE_1_547,11108,0.2
STORE_1,STORE_1_555,11108,1.48
STORE_1,STORE_1_584,11108,1.0
STORE_1,STORE_1_586,11108,1.48
STORE_1,STORE_1_587,11108,2.48
STORE_1,STORE_1_714,11108,1.48
STORE_1,STORE_1_727,11108,2.98
STORE_2,STORE_2_085,11109,1.0
STORE_2,STORE_2_043,11109,2.88
STORE_2,STORE_2_054,11109,2.28
STORE_2,STORE_2_090,11109,1.25
STORE_2,STORE_2_252,11109,1.48
STORE_2,STORE_2_376,11109,1.0
STORE_2,STORE_2_524,11109,1.0
STORE_2,STORE_2_555,11109,1.48
STORE_2,STORE_2_586,11109,1.48
STORE_2,STORE_2_587,11109,2.48
STORE_2,STORE_2_681,11109,1.25
STORE_2,STORE_2_714,11109,1.48
STORE_3,STORE_3_357,11109,1.76
STORE_3,STORE_3_360,11109,0.58
STORE_3,STORE_3_090,11109,1.25
STORE_3,STORE_3_222,11109,4.28
STORE_3,STORE_3_252,11109,1.48
STORE_3,STORE_3_389,11109,1.48
STORE_3,STORE_3_555,11109,1.48
STORE_3,STORE_3_586,11109,1.48
STORE_3,STORE_3_587,11109,2.68
STORE_3,STORE_3_714,11109,1.48
STORE_3,STORE_3_804,11109,1.88
STORE_1,STORE_1_064,11109,2.54
STORE_1,STORE_1_065,11109,2.94
STORE_1,STORE_1_376,11109,1.98
STORE_1,STORE_1_090,11109,1.25
STORE_1,STORE_1_252,11109,1.48
STORE_1,STORE_1_339,11109,0.88
STORE_1,STORE_1_546,11109,5.48
STORE_1,STORE_1_547,11109,0.2
STORE_1,STORE_1_555,11109,1.48
STORE_1,STORE_1_584,11109,1.0
STORE_1,STORE_1_586,11109,1.48
STORE_1,STORE_1_587,11109,2.48
STORE_1,STORE_1_714,11109,1.48
STORE_1,STORE_1_727,11109,2.98
STORE_2,STORE_2_085,11110,1.0
STORE_2,STORE_2_043,11110,2.88
STORE_2,STORE_2_054,11110,2.28
STORE_2,STORE_2_090,11110,1.25
STORE_2,STORE_2_252,11110,1.48
STORE_2,STORE_2_376,11110,1.0
STORE_2,STORE_2_524,11110,1.0
STORE_2,STORE_2_555,11110,1.48
STORE_2,STORE_2_586,11110,1.48
STORE_2,STORE_2_587,11110,2.48
STORE_2,STORE_2_681,11110,1.25
STORE_2,STORE_2_714,11110,1.48
STORE_3,STORE_3_357,11110,1.76
STORE_3,STORE_3_360,11110,0.58
STORE_3,STORE_3_090,11110,1.25
STORE_3,STORE_3_222,11110,4.28
STORE_3,STORE_3_252,11110,1.48
STORE_3,STORE_3_389,11110,1.48
STORE_3,STORE_3_555,11110,1.48
STORE_3,STORE_3_586,11110,1.48
STORE_3,STORE_3_587,11110,2.68
STORE_3,STORE_3_714,11110,1.48
STORE_3,STORE_3_804,11110,1.88
STORE_1,STORE_1_064,11110,2.54
STORE_1,STORE_1_065,11110,2.94
STORE_1,STORE_1_376,11110,1.98
STORE_1,STORE_1_090,11110,1.25
STORE_1,STORE_1_252,11110,1.48
STORE_1,STORE_1_339,11110,0.88
STORE_1,STORE_1_546,11110,5.48
STORE_1,STORE_1_547,11110,0.2
STORE_1,STORE_1_555,11110,1.48
STORE_1,STORE_1_584,11110,1.0
STORE_1,STORE_1_586,11110,1.48
STORE_1,STORE_1_587,11110,2.48
STORE_1,STORE_1_714,11110,1.48
STORE_1,STORE_1_727,11110,2.98
STORE_2,STORE_2_085,11111,1.0
STORE_2,STORE_2_043,11111,2.88
STORE_2,STORE_2_054,11111,2.28
STORE_2,STORE_2_090,11111,1.25
STORE_2,STORE_2_252,11111,1.48
STORE_2,STORE_2_376,11111,1.0
STORE_2,STORE_2_524,11111,1.0
STORE_2,STORE_2_555,11111,1.48
STORE_2,STORE_2_586,11111,1.48
STORE_2,STORE_2_587,11111,2.48
STORE_2,STORE_2_681,11111,1.25
STORE_2,STORE_2_714,11111,1.48
STORE_3,STORE_3_357,11111,1.76
STORE_3,STORE_3_360,11111,0.58
STORE_3,STORE_3_090,11111,1.25
STORE_3,STORE_3_222,11111,4.28
STORE_3,STORE_3_252,11111,1.48
STORE_3,STORE_3_389,11111,1.48
STORE_3,STORE_3_555,11111,1.48
STORE_3,STORE_3_586,11111,1.48
STORE_3,STORE_3_587,11111,2.68
STORE_3,STORE_3_714,11111,1.48
STORE_3,STORE_3_804,11111,1.88
STORE_1,STORE_1_064,11111,2.54
STORE_1,STORE_1_065,11111,2.94
STORE_1,STORE_1_376,11111,1.98
STORE_1,STORE_1_090,11111,1.25
STORE_1,STORE_1_252,11111,1.48
STORE_1,STORE_1_339,11111,0.88
STORE_1,STORE_1_546,11111,5.48
STORE_1,STORE_1_547,11111,0.2
STORE_1,STORE_1_555,11111,1.48
STORE_1,STORE_1_584,11111,1.0
STORE_1,STORE_1_586,11111,1.48
STORE_1,STORE_1_587,11111,2.48
STORE_1,STORE_1_714,11111,1.48
STORE_1,STORE_1_727,11111,2.98
STORE_2,STORE_2_085,11112,1.0
STORE_2,STORE_2_043,11112,2.88
STORE_2,STORE_2_054,11112,2.28
STORE_2,STORE_2_090,11112,1.25
STORE_2,STORE_2_252,11112,1.48
STORE_2,STORE_2_376,11112,1.0
STORE_2,STORE_2_524,11112,1.0
STORE_2,STORE_2_555,11112,1.48
STORE_2,STORE_2_586,11112,1.48
STORE_2,STORE_2_587,11112,2.48
STORE_2,STORE_2_681,11112,1.25
STORE_2,STORE_2_714,11112,1.48
STORE_3,STORE_3_357,11112,1.76
STORE_3,STORE_3_360,11112,0.58
STORE_3,STORE_3_090,11112,1.25
STORE_3,STORE_3_222,11112,4.28
STORE_3,STORE_3_252,11112,1.48
STORE_3,STORE_3_389,11112,1.48
STORE_3,STORE_3_555,11112,1.48
STORE_3,STORE_3_586,11112,1.48
STORE_3,STORE_3_587,11112,2.68
STORE_3,STORE_3_714,11112,1.48
STORE_3,STORE_3_804,11112,1.88
STORE_1,STORE_1_064,11112,2.54
STORE_1,STORE_1_065,11112,2.94
STORE_1,STORE_1_376,11112,1.98
STORE_1,STORE_1_090,11112,1.25
STORE_1,STORE_1_252,11112,1.48
STORE_1,STORE_1_339,11112,0.88
STORE_1,STORE_1_546,11112,5.48
STORE_1,STORE_1_547,11112,0.2
STORE_1,STORE_1_555,11112,1.48
STORE_1,STORE_1_584,11112,1.0
STORE_1,STORE_1_586,11112,1.48
STORE_1,STORE_1_587,11112,2.48
STORE_1,STORE_1_714,11112,1.48
STORE_1,STORE_1_727,11112,2.98
STORE_2,STORE_2_085,11113,1.0
STORE_2,STORE_2_043,11113,2.88
STORE_2,STORE_2_054,11113,2.28
STORE_2,STORE_2_090,11113,1.25
STORE_2,STORE_2_252,11113,1.48
STORE_2,STORE_2_376,11113,1.0
STORE_2,STORE_2_524,11113,1.0
STORE_2,STORE_2_555,11113,1.48
STORE_2,STORE_2_586,11113,1.48
STORE_2,STORE_2_587,11113,2.48
STORE_2,STORE_2_681,11113,1.25
STORE_2,STORE_2_714,11113,1.48
STORE_3,STORE_3_357,11113,1.76
STORE_3,STORE_3_360,11113,0.58
STORE_3,STORE_3_090,11113,1.25
STORE_3,STORE_3_222,11113,4.28
STORE_3,STORE_3_252,11113,1.48
STORE_3,STORE_3_389,11113,1.48
STORE_3,STORE_3_555,11113,1.48
STORE_3,STORE_3_586,11113,1.48
STORE_3,STORE_3_587,11113,2.68
STORE_3,STORE_3_714,11113,1.48
STORE_3,STORE_3_804,11113,1.88
STORE_1,STORE_1_064,11113,2.54
STORE_1,STORE_1_065,11113,2.94
STORE_1,STORE_1_376,11113,1.98
STORE_1,STORE_1_090,11113,1.25
STORE_1,STORE_1_252,11113,1.48
STORE_1,STORE_1_339,11113,0.88
STORE_1,STORE_1_546,11113,5.48
STORE_1,STORE_1_547,11113,0.2
STORE_1,STORE_1_555,11113,1.48
STORE_1,STORE_1_584,11113,1.0
STORE_1,STORE_1_586,11113,1.48
STORE_1,STORE_1_587,11113,2.48
STORE_1,STORE_1_714,11113,1.48
STORE_1,STORE_1_727,11113,2.98
STORE_2,STORE_2_085,11114,1.0
STORE_2,STORE_2_043,11114,2.88
STORE_2,STORE_2_054,11114,2.28
STORE_2,STORE_2_090,11114,1.25
STORE_2,STORE_2_252,11114,1.48
STORE_2,STORE_2_376,11114,1.0
STORE_2,STORE_2_524,11114,1.0
STORE_2,STORE_2_555,11114,1.48
STORE_2,STORE_2_586,11114,1.48
STORE_2,STORE_2_587,11114,2.48
STORE_2,STORE_2_681,11114,1.25
STORE_2,STORE_2_714,11114,1.48
STORE_3,STORE_3_012,11114,6.71
STORE_3,STORE_3_357,11114,1.76
STORE_3,STORE_3_360,11114,0.58
STORE_3,STORE_3_090,11114,1.25
STORE_3,STORE_3_222,11114,4.28
STORE_3,STORE_3_252,11114,1.48
STORE_3,STORE_3_389,11114,1.48
STORE_3,STORE_3_555,11114,1.48
STORE_3,STORE_3_586,11114,1.48
STORE_3,STORE_3_587,11114,2.68
STORE_3,STORE_3_714,11114,1.48
STORE_3,STORE_3_804,11114,1.88
STORE_1,STORE_1_064,11114,2.54
STORE_1,STORE_1_065,11114,2.94
STORE_1,STORE_1_376,11114,1.98
STORE_1,STORE_1_090,11114,1.25
STORE_1,STORE_1_252,11114,1.48
STORE_1,STORE_1_339,11114,0.88
STORE_1,STORE_1_546,11114,5.48
STORE_1,STORE_1_547,11114,0.2
STORE_1,STORE_1_555,11114,1.48
STORE_1,STORE_1_584,11114,1.0
STORE_1,STORE_1_586,11114,1.48
STORE_1,STORE_1_587,11114,2.48
STORE_1,STORE_1_714,11114,1.48
STORE_1,STORE_1_727,11114,2.98
STORE_2,STORE_2_085,11115,1.0
STORE_2,STORE_2_043,11115,2.88
STORE_2,STORE_2_054,11115,2.28
STORE_2,STORE_2_090,11115,1.25
STORE_2,STORE_2_252,11115,1.48
STORE_2,STORE_2_376,11115,1.0
STORE_2,STORE_2_524,11115,1.0
STORE_2,STORE_2_555,11115,1.48
STORE_2,STORE_2_586,11115,1.48
STORE_2,STORE_2_587,11115,2.48
STORE_2,STORE_2_681,11115,1.25
STORE_2,STORE_2_714,11115,1.48
STORE_3,STORE_3_012,11115,6.71
STORE_3,STORE_3_357,11115,1.76
STORE_3,STORE_3_360,11115,0.58
STORE_3,STORE_3_090,11115,1.25
STORE_3,STORE_3_222,11115,4.28
STORE_3,STORE_3_252,11115,1.48
STORE_3,STORE_3_389,11115,1.48
STORE_3,STORE_3_555,11115,1.48
STORE_3,STORE_3_586,11115,1.48
STORE_3,STORE_3_587,11115,2.68
STORE_3,STORE_3_714,11115,1.48
STORE_3,STORE_3_804,11115,1.88
STORE_1,STORE_1_064,11115,2.54
STORE_1,STORE_1_065,11115,2.94
STORE_1,STORE_1_376,11115,1.98
STORE_1,STORE_1_090,11115,1.25
STORE_1,STORE_1_252,11115,1.48
STORE_1,STORE_1_339,11115,0.88
STORE_1,STORE_1_546,11115,5.48
STORE_1,STORE_1_547,11115,0.2
STORE_1,STORE_1_555,11115,1.48
STORE_1,STORE_1_584,11115,1.0
STORE_1,STORE_1_586,11115,1.48
STORE_1,STORE_1_587,11115,2.48
STORE_1,STORE_1_714,11115,1.48
STORE_1,STORE_1_727,11115,2.98
STORE_2,STORE_2_085,11116,1.0
STORE_2,STORE_2_043,11116,2.88
STORE_2,STORE_2_054,11116,2.28
STORE_2,STORE_2_090,11116,1.25
STORE_2,STORE_2_252,11116,1.48
STORE_2,STORE_2_376,11116,1.0
STORE_2,STORE_2_524,11116,1.0
STORE_2,STORE_2_555,11116,1.48
STORE_2,STORE_2_586,11116,1.48
STORE_2,STORE_2_587,11116,2.48
STORE_2,STORE_2_681,11116,1.25
STORE_2,STORE_2_714,11116,1.48
STORE_3,STORE_3_012,11116,6.71
STORE_3,STORE_3_357,11116,1.76
STORE_3,STORE_3_360,11116,0.58
STORE_3,STORE_3_090,11116,1.25
STORE_3,STORE_3_222,11116,4.28
STORE_3,STORE_3_252,11116,1.48
STORE_3,STORE_3_389,11116,1.48
STORE_3,STORE_3_555,11116,1.48
STORE_3,STORE_3_586,11116,1.48
STORE_3,STORE_3_587,11116,2.68
STORE_3,STORE_3_714,11116,1.48
STORE_3,STORE_3_804,11116,1.88
STORE_1,STORE_1_064,11116,2.54
STORE_1,STORE_1_065,11116,2.94
STORE_1,STORE_1_376,11116,1.98
STORE_1,STORE_1_090,11116,1.25
STORE_1,STORE_1_252,11116,1.48
STORE_1,STORE_1_339,11116,0.88
STORE_1,STORE_1_546,11116,5.48
STORE_1,STORE_1_547,11116,0.2
STORE_1,STORE_1_555,11116,1.48
STORE_1,STORE_1_584,11116,1.0
STORE_1,STORE_1_586,11116,1.48
STORE_1,STORE_1_587,11116,2.48
STORE_1,STORE_1_714,11116,1.48
STORE_1,STORE_1_727,11116,2.98
STORE_2,STORE_2_085,11117,1.0
STORE_2,STORE_2_043,11117,2.88
STORE_2,STORE_2_054,11117,2.28
STORE_2,STORE_2_090,11117,1.25
STORE_2,STORE_2_252,11117,1.48
STORE_2,STORE_2_376,11117,1.0
STORE_2,STORE_2_524,11117,1.0
STORE_2,STORE_2_555,11117,1.48
STORE_2,STORE_2_586,11117,1.48
STORE_2,STORE_2_587,11117,2.48
STORE_2,STORE_2_681,11117,1.25
STORE_2,STORE_2_714,11117,1.48
STORE_3,STORE_3_012,11117,6.71
STORE_3,STORE_3_357,11117,1.76
STORE_3,STORE_3_360,11117,0.58
STORE_3,STORE_3_090,11117,1.25
STORE_3,STORE_3_222,11117,4.28
STORE_3,STORE_3_252,11117,1.48
STORE_3,STORE_3_389,11117,1.48
STORE_3,STORE_3_555,11117,1.48
STORE_3,STORE_3_586,11117,1.48
STORE_3,STORE_3_587,11117,2.68
STORE_3,STORE_3_714,11117,1.48
STORE_3,STORE_3_804,11117,1.88
STORE_1,STORE_1_064,11117,2.54
STORE_1,STORE_1_065,11117,2.94
STORE_1,STORE_1_376,11117,1.98
STORE_1,STORE_1_090,11117,1.25
STORE_1,STORE_1_252,11117,1.48
STORE_1,STORE_1_339,11117,0.88
STORE_1,STORE_1_546,11117,5.48
STORE_1,STORE_1_547,11117,0.2
STORE_1,STORE_1_555,11117,1.48
STORE_1,STORE_1_584,11117,1.0
STORE_1,STORE_1_586,11117,1.48
STORE_1,STORE_1_587,11117,2.48
STORE_1,STORE_1_714,11117,1.48
STORE_1,STORE_1_727,11117,2.98
STORE_2,STORE_2_085,11118,1.0
STORE_2,STORE_2_043,11118,2.88
STORE_2,STORE_2_054,11118,2.28
STORE_2,STORE_2_090,11118,1.25
STORE_2,STORE_2_252,11118,1.48
STORE_2,STORE_2_376,11118,1.0
STORE_2,STORE_2_524,11118,1.0
STORE_2,STORE_2_555,11118,1.48
STORE_2,STORE_2_586,11118,1.48
STORE_2,STORE_2_587,11118,2.48
STORE_2,STORE_2_681,11118,1.25
STORE_2,STORE_2_714,11118,1.48
STORE_3,STORE_3_012,11118,5.61
STORE_3,STORE_3_357,11118,1.76
STORE_3,STORE_3_360,11118,0.58
STORE_3,STORE_3_090,11118,1.25
STORE_3,STORE_3_222,11118,3.98
STORE_3,STORE_3_252,11118,1.48
STORE_3,STORE_3_389,11118,1.48
STORE_3,STORE_3_555,11118,1.48
STORE_3,STORE_3_586,11118,1.48
STORE_3,STORE_3_587,11118,2.68
STORE_3,STORE_3_714,11118,1.48
STORE_3,STORE_3_804,11118,1.88
STORE_1,STORE_1_064,11118,2.54
STORE_1,STORE_1_065,11118,2.94
STORE_1,STORE_1_376,11118,1.98
STORE_1,STORE_1_090,11118,1.25
STORE_1,STORE_1_252,11118,1.48
STORE_1,STORE_1_339,11118,0.88
STORE_1,STORE_1_546,11118,5.48
STORE_1,STORE_1_547,11118,0.2
STORE_1,STORE_1_555,11118,1.48
