item_id,store_id,date_id,cnt
STORE_2_085,STORE_2,73,1
STORE_2_085,STORE_2,74,3
STORE_2_085,STORE_2,75,4
STORE_2_085,STORE_2,76,6
STORE_2_085,STORE_2,77,4
STORE_2_085,STORE_2,78,3
STORE_2_085,STORE_2,79,5
STORE_2_085,STORE_2,80,1
STORE_2_085,STORE_2,81,3
STORE_2_085,STORE_2,82,4
STORE_2_085,STORE_2,83,5
STORE_2_085,STORE_2,84,3
STORE_2_085,STORE_2,85,2
STORE_2_085,STORE_2,86,8
STORE_2_085,STORE_2,87,6
STORE_2_085,STORE_2,88,2
STORE_2_085,STORE_2,89,2
STORE_2_085,STORE_2,90,1
STORE_2_085,STORE_2,91,3
STORE_2_085,STORE_2,92,1
STORE_2_085,STORE_2,93,4
STORE_2_085,STORE_2,94,1
STORE_2_085,STORE_2,95,2
STORE_2_085,STORE_2,96,6
STORE_2_085,STORE_2,97,2
STORE_2_085,STORE_2,98,2
STORE_2_085,STORE_2,99,3
STORE_2_085,STORE_2,100,7
STORE_2_085,STORE_2,101,2
STORE_2_085,STORE_2,102,3
STORE_2_085,STORE_2,103,1
STORE_2_085,STORE_2,104,6
STORE_2_085,STORE_2,105,0
STORE_2_085,STORE_2,106,7
STORE_2_085,STORE_2,107,1
STORE_2_085,STORE_2,108,3
STORE_2_085,STORE_2,109,1
STORE_2_085,STORE_2,110,1
STORE_2_085,STORE_2,111,0
STORE_2_085,STORE_2,112,1
STORE_2_085,STORE_2,113,2
STORE_2_085,STORE_2,114,1
STORE_2_085,STORE_2,115,5
STORE_2_085,STORE_2,116,2
STORE_2_085,STORE_2,117,2
STORE_2_085,STORE_2,118,1
STORE_2_085,STORE_2,119,8
STORE_2_085,STORE_2,120,4
STORE_2_085,STORE_2,121,0
STORE_2_085,STORE_2,122,1
STORE_2_085,STORE_2,123,0
STORE_2_085,STORE_2,124,0
STORE_2_085,STORE_2,125,1
STORE_2_085,STORE_2,126,6
STORE_2_085,STORE_2,127,3
STORE_2_085,STORE_2,128,3
STORE_2_085,STORE_2,129,2
STORE_2_085,STORE_2,130,1
STORE_2_085,STORE_2,131,0
STORE_2_085,STORE_2,132,0
STORE_2_085,STORE_2,133,0
STORE_2_085,STORE_2,134,8
STORE_2_085,STORE_2,135,3
STORE_2_085,STORE_2,136,7
STORE_2_085,STORE_2,137,1
STORE_2_085,STORE_2,138,1
STORE_2_085,STORE_2,139,2
STORE_2_085,STORE_2,140,3
STORE_2_085,STORE_2,141,5
STORE_2_085,STORE_2,142,5
STORE_2_085,STORE_2,143,2
STORE_2_085,STORE_2,144,4
STORE_2_085,STORE_2,145,7
STORE_2_085,STORE_2,146,4
STORE_2_085,STORE_2,147,10
STORE_2_085,STORE_2,148,6
STORE_2_085,STORE_2,149,3
STORE_2_085,STORE_2,150,3
STORE_2_085,STORE_2,151,8
STORE_2_085,STORE_2,152,19
STORE_2_085,STORE_2,153,13
STORE_2_085,STORE_2,154,13
STORE_2_085,STORE_2,155,15
STORE_2_085,STORE_2,156,14
STORE_2_085,STORE_2,157,4
STORE_2_085,STORE_2,158,5
STORE_2_085,STORE_2,159,5
STORE_2_085,STORE_2,160,9
STORE_2_085,STORE_2,161,17
STORE_2_085,STORE_2,162,16
STORE_2_085,STORE_2,163,8
STORE_2_085,STORE_2,164,5
STORE_2_085,STORE_2,165,20
STORE_2_085,STORE_2,166,10
STORE_2_085,STORE_2,167,1
STORE_2_085,STORE_2,168,6
STORE_2_085,STORE_2,169,14
STORE_2_085,STORE_2,170,10
STORE_2_085,STORE_2,171,3
STORE_2_085,STORE_2,172,4
STORE_2_085,STORE_2,173,5
STORE_2_085,STORE_2,174,9
STORE_2_085,STORE_2,175,6
STORE_2_085,STORE_2,176,11
STORE_2_085,STORE_2,177,5
STORE_2_085,STORE_2,178,8
STORE_2_085,STORE_2,179,5
STORE_2_085,STORE_2,180,7
STORE_2_085,STORE_2,181,2
STORE_2_085,STORE_2,182,4
STORE_2_085,STORE_2,183,3
STORE_2_085,STORE_2,184,0
STORE_2_085,STORE_2,185,0
STORE_2_085,STORE_2,186,0
STORE_2_085,STORE_2,187,0
STORE_2_085,STORE_2,188,0
STORE_2_085,STORE_2,189,0
STORE_2_085,STORE_2,190,0
STORE_2_085,STORE_2,191,6
STORE_2_085,STORE_2,192,3
STORE_2_085,STORE_2,193,5
STORE_2_085,STORE_2,194,14
STORE_2_085,STORE_2,195,13
STORE_2_085,STORE_2,196,10
STORE_2_085,STORE_2,197,18
STORE_2_085,STORE_2,198,13
STORE_2_085,STORE_2,199,15
STORE_2_085,STORE_2,200,11
STORE_2_085,STORE_2,201,1
STORE_2_085,STORE_2,202,4
STORE_2_085,STORE_2,203,6
STORE_2_085,STORE_2,204,12
STORE_2_085,STORE_2,205,17
STORE_2_085,STORE_2,206,9
STORE_2_085,STORE_2,207,14
STORE_2_085,STORE_2,208,5
STORE_2_085,STORE_2,209,3
STORE_2_085,STORE_2,210,5
STORE_2_085,STORE_2,211,3
STORE_2_085,STORE_2,212,8
STORE_2_085,STORE_2,213,8
STORE_2_085,STORE_2,214,10
STORE_2_085,STORE_2,215,8
STORE_2_085,STORE_2,216,8
STORE_2_085,STORE_2,217,7
STORE_2_085,STORE_2,218,15
STORE_2_085,STORE_2,219,16
STORE_2_085,STORE_2,220,8
STORE_2_085,STORE_2,221,16
STORE_2_085,STORE_2,222,4
STORE_2_085,STORE_2,223,11
STORE_2_085,STORE_2,224,16
STORE_2_085,STORE_2,225,8
STORE_2_085,STORE_2,226,9
STORE_2_085,STORE_2,227,5
STORE_2_085,STORE_2,228,6
STORE_2_085,STORE_2,229,4
STORE_2_085,STORE_2,230,10
STORE_2_085,STORE_2,231,9
STORE_2_085,STORE_2,232,9
STORE_2_085,STORE_2,233,11
STORE_2_085,STORE_2,234,6
STORE_2_085,STORE_2,235,8
STORE_2_085,STORE_2,236,4
STORE_2_085,STORE_2,237,8
STORE_2_085,STORE_2,238,5
STORE_2_085,STORE_2,239,20
STORE_2_085,STORE_2,240,4
STORE_2_085,STORE_2,241,8
STORE_2_085,STORE_2,242,5
STORE_2_085,STORE_2,243,0
STORE_2_085,STORE_2,244,3
STORE_2_085,STORE_2,245,3
STORE_2_085,STORE_2,246,8
STORE_2_085,STORE_2,247,6
STORE_2_085,STORE_2,248,6
STORE_2_085,STORE_2,249,5
STORE_2_085,STORE_2,250,16
STORE_2_085,STORE_2,251,14
STORE_2_085,STORE_2,252,10
STORE_2_085,STORE_2,253,11
STORE_2_085,STORE_2,254,3
STORE_2_085,STORE_2,255,5
STORE_2_085,STORE_2,256,4
STORE_2_085,STORE_2,257,5
STORE_2_085,STORE_2,258,4
STORE_2_085,STORE_2,259,13
STORE_2_085,STORE_2,260,7
STORE_2_085,STORE_2,261,9
STORE_2_085,STORE_2,262,5
STORE_2_085,STORE_2,263,3
STORE_2_085,STORE_2,264,8
STORE_2_085,STORE_2,265,7
STORE_2_085,STORE_2,266,5
STORE_2_085,STORE_2,267,9
STORE_2_085,STORE_2,268,5
STORE_2_085,STORE_2,269,3
STORE_2_085,STORE_2,270,10
STORE_2_085,STORE_2,271,10
STORE_2_085,STORE_2,272,5
STORE_2_085,STORE_2,273,4
STORE_2_085,STORE_2,274,8
STORE_2_085,STORE_2,275,7
STORE_2_085,STORE_2,276,4
STORE_2_085,STORE_2,277,2
STORE_2_085,STORE_2,278,3
STORE_2_085,STORE_2,279,8
STORE_2_085,STORE_2,280,4
STORE_2_085,STORE_2,281,3
STORE_2_085,STORE_2,282,7
STORE_2_085,STORE_2,283,5
STORE_2_085,STORE_2,284,6
STORE_2_085,STORE_2,285,4
STORE_2_085,STORE_2,286,7
STORE_2_085,STORE_2,287,9
STORE_2_085,STORE_2,288,4
STORE_2_085,STORE_2,289,11
STORE_2_085,STORE_2,290,7
STORE_2_085,STORE_2,291,1
STORE_2_085,STORE_2,292,1
STORE_2_085,STORE_2,293,2
STORE_2_085,STORE_2,294,7
STORE_2_085,STORE_2,295,1
STORE_2_085,STORE_2,296,5
STORE_2_085,STORE_2,297,2
STORE_2_085,STORE_2,298,3
STORE_2_085,STORE_2,299,7
STORE_2_085,STORE_2,300,0
STORE_2_085,STORE_2,301,1
STORE_2_085,STORE_2,302,2
STORE_2_085,STORE_2,303,3
STORE_2_085,STORE_2,304,1
STORE_2_085,STORE_2,305,1
STORE_2_085,STORE_2,306,5
STORE_2_085,STORE_2,307,12
STORE_2_085,STORE_2,308,8
STORE_2_085,STORE_2,309,2
STORE_2_085,STORE_2,310,2
STORE_2_085,STORE_2,311,9
STORE_2_085,STORE_2,312,4
STORE_2_085,STORE_2,313,5
STORE_2_085,STORE_2,314,7
STORE_2_085,STORE_2,315,5
STORE_2_085,STORE_2,316,3
STORE_2_085,STORE_2,317,4
STORE_2_085,STORE_2,318,7
STORE_2_085,STORE_2,319,5
STORE_2_085,STORE_2,320,1
STORE_2_085,STORE_2,321,1
STORE_2_085,STORE_2,322,7
STORE_2_085,STORE_2,323,2
STORE_2_085,STORE_2,324,6
STORE_2_085,STORE_2,325,2
STORE_2_085,STORE_2,326,2
STORE_2_085,STORE_2,327,0
STORE_2_085,STORE_2,328,2
STORE_2_085,STORE_2,329,3
STORE_2_085,STORE_2,330,0
STORE_2_085,STORE_2,331,0
STORE_2_085,STORE_2,332,2
STORE_2_085,STORE_2,333,17
STORE_2_085,STORE_2,334,7
STORE_2_085,STORE_2,335,5
STORE_2_085,STORE_2,336,10
STORE_2_085,STORE_2,337,9
STORE_2_085,STORE_2,338,6
STORE_2_085,STORE_2,339,7
STORE_2_085,STORE_2,340,10
STORE_2_085,STORE_2,341,8
STORE_2_085,STORE_2,342,11
STORE_2_085,STORE_2,343,7
STORE_2_085,STORE_2,344,6
STORE_2_085,STORE_2,345,13
STORE_2_085,STORE_2,346,8
STORE_2_085,STORE_2,347,12
STORE_2_085,STORE_2,348,12
STORE_2_085,STORE_2,349,4
STORE_2_085,STORE_2,350,8
STORE_2_085,STORE_2,351,8
STORE_2_085,STORE_2,352,18
STORE_2_085,STORE_2,353,18
STORE_2_085,STORE_2,354,8
STORE_2_085,STORE_2,355,7
STORE_2_085,STORE_2,356,7
STORE_2_085,STORE_2,357,14
STORE_2_085,STORE_2,358,22
STORE_2_085,STORE_2,359,13
STORE_2_085,STORE_2,360,15
STORE_2_085,STORE_2,361,18
STORE_2_085,STORE_2,362,26
STORE_2_085,STORE_2,363,8
STORE_2_085,STORE_2,364,10
STORE_2_085,STORE_2,365,16
STORE_2_085,STORE_2,366,18
STORE_2_085,STORE_2,367,11
STORE_2_085,STORE_2,368,8
STORE_2_085,STORE_2,369,14
STORE_2_085,STORE_2,370,12
STORE_2_085,STORE_2,371,14
STORE_2_085,STORE_2,372,23
STORE_2_085,STORE_2,373,10
STORE_2_085,STORE_2,374,9
STORE_2_085,STORE_2,375,10
STORE_2_085,STORE_2,376,7
STORE_2_085,STORE_2,377,18
STORE_2_085,STORE_2,378,13
STORE_2_085,STORE_2,379,24
STORE_2_085,STORE_2,380,11
STORE_2_085,STORE_2,381,9
STORE_2_085,STORE_2,382,6
STORE_2_085,STORE_2,383,7
STORE_2_085,STORE_2,384,7
STORE_2_085,STORE_2,385,11
STORE_2_085,STORE_2,386,10
STORE_2_085,STORE_2,387,9
STORE_2_085,STORE_2,388,15
STORE_2_085,STORE_2,389,12
STORE_2_085,STORE_2,390,10
STORE_2_085,STORE_2,391,16
STORE_2_085,STORE_2,392,13
STORE_2_085,STORE_2,393,11
STORE_2_085,STORE_2,394,9
STORE_2_085,STORE_2,395,12
STORE_2_085,STORE_2,396,8
STORE_2_085,STORE_2,397,5
STORE_2_085,STORE_2,398,6
STORE_2_085,STORE_2,399,12
STORE_2_085,STORE_2,400,21
STORE_2_085,STORE_2,401,11
STORE_2_085,STORE_2,402,5
STORE_2_085,STORE_2,403,16
STORE_2_085,STORE_2,404,2
STORE_2_085,STORE_2,405,5
STORE_2_085,STORE_2,406,7
STORE_2_085,STORE_2,407,11
STORE_2_085,STORE_2,408,14
STORE_2_085,STORE_2,409,6
STORE_2_085,STORE_2,410,8
STORE_2_085,STORE_2,411,4
STORE_2_085,STORE_2,412,12
STORE_2_085,STORE_2,413,14
STORE_2_085,STORE_2,414,17
STORE_2_085,STORE_2,415,17
STORE_2_085,STORE_2,416,21
STORE_2_085,STORE_2,417,2
STORE_2_085,STORE_2,418,4
STORE_2_085,STORE_2,419,3
STORE_2_085,STORE_2,420,10
STORE_2_085,STORE_2,421,8
STORE_2_085,STORE_2,422,10
STORE_2_085,STORE_2,423,6
STORE_2_085,STORE_2,424,12
STORE_2_085,STORE_2,425,14
STORE_2_085,STORE_2,426,6
STORE_2_085,STORE_2,427,35
STORE_2_085,STORE_2,428,30
STORE_2_085,STORE_2,429,32
STORE_2_085,STORE_2,430,8
STORE_2_085,STORE_2,431,26
STORE_2_085,STORE_2,432,7
STORE_2_085,STORE_2,433,14
STORE_2_085,STORE_2,434,18
STORE_2_085,STORE_2,435,23
STORE_2_085,STORE_2,436,20
STORE_2_085,STORE_2,437,4
STORE_2_085,STORE_2,438,4
STORE_2_085,STORE_2,439,12
STORE_2_085,STORE_2,440,7
STORE_2_085,STORE_2,441,9
STORE_2_085,STORE_2,442,17
STORE_2_085,STORE_2,443,5
STORE_2_085,STORE_2,444,9
STORE_2_085,STORE_2,445,6
STORE_2_085,STORE_2,446,7
STORE_2_085,STORE_2,447,5
STORE_2_085,STORE_2,448,2
STORE_2_085,STORE_2,449,7
STORE_2_085,STORE_2,450,9
STORE_2_085,STORE_2,451,4
STORE_2_085,STORE_2,452,5
STORE_2_085,STORE_2,453,11
STORE_2_085,STORE_2,454,9
STORE_2_085,STORE_2,455,7
STORE_2_085,STORE_2,456,3
STORE_2_085,STORE_2,457,7
STORE_2_085,STORE_2,458,2
STORE_2_085,STORE_2,459,11
STORE_2_085,STORE_2,460,9
STORE_2_085,STORE_2,461,8
STORE_2_085,STORE_2,462,17
STORE_2_085,STORE_2,463,15
STORE_2_085,STORE_2,464,11
STORE_2_085,STORE_2,465,10
STORE_2_085,STORE_2,466,7
STORE_2_085,STORE_2,467,7
STORE_2_085,STORE_2,468,4
STORE_2_085,STORE_2,469,12
STORE_2_085,STORE_2,470,12
STORE_2_085,STORE_2,471,8
STORE_2_085,STORE_2,472,5
STORE_2_085,STORE_2,473,8
STORE_2_085,STORE_2,474,9
STORE_2_085,STORE_2,475,9
STORE_2_085,STORE_2,476,7
STORE_2_085,STORE_2,477,6
STORE_2_085,STORE_2,478,3
STORE_2_085,STORE_2,479,2
STORE_2_085,STORE_2,480,1
STORE_2_085,STORE_2,481,3
STORE_2_085,STORE_2,482,9
STORE_2_085,STORE_2,483,9
STORE_2_085,STORE_2,484,7
STORE_2_085,STORE_2,485,2
STORE_2_085,STORE_2,486,2
STORE_2_085,STORE_2,487,8
STORE_2_085,STORE_2,488,8
STORE_2_085,STORE_2,489,5
STORE_2_085,STORE_2,490,2
STORE_2_085,STORE_2,491,4
STORE_2_085,STORE_2,492,8
STORE_2_085,STORE_2,493,4
STORE_2_085,STORE_2,494,10
STORE_2_085,STORE_2,495,9
STORE_2_085,STORE_2,496,5
STORE_2_085,STORE_2,497,5
STORE_2_085,STORE_2,498,7
STORE_2_085,STORE_2,499,10
STORE_2_085,STORE_2,500,15
STORE_2_085,STORE_2,501,5
STORE_2_085,STORE_2,502,4
STORE_2_085,STORE_2,503,3
STORE_2_085,STORE_2,504,15
STORE_2_085,STORE_2,505,5
STORE_2_085,STORE_2,506,8
STORE_2_085,STORE_2,507,3
STORE_2_085,STORE_2,508,10
STORE_2_085,STORE_2,509,2
STORE_2_085,STORE_2,510,4
STORE_2_085,STORE_2,511,2
STORE_2_085,STORE_2,512,3
STORE_2_085,STORE_2,513,3
STORE_2_085,STORE_2,514,5
STORE_2_085,STORE_2,515,1
STORE_2_085,STORE_2,516,3
STORE_2_085,STORE_2,517,9
STORE_2_085,STORE_2,518,2
STORE_2_085,STORE_2,519,3
STORE_2_085,STORE_2,520,4
STORE_2_085,STORE_2,521,5
STORE_2_085,STORE_2,522,9
STORE_2_085,STORE_2,523,12
STORE_2_085,STORE_2,524,8
STORE_2_085,STORE_2,525,12
STORE_2_085,STORE_2,526,5
STORE_2_085,STORE_2,527,6
STORE_2_085,STORE_2,528,7
STORE_2_085,STORE_2,529,8
STORE_2_085,STORE_2,530,3
STORE_2_085,STORE_2,531,7
STORE_2_085,STORE_2,532,9
STORE_2_085,STORE_2,533,6
STORE_2_085,STORE_2,534,13
STORE_2_085,STORE_2,535,5
STORE_2_085,STORE_2,536,4
STORE_2_085,STORE_2,537,2
STORE_2_085,STORE_2,538,7
STORE_2_085,STORE_2,539,7
STORE_2_085,STORE_2,540,12
STORE_2_085,STORE_2,541,9
STORE_2_085,STORE_2,542,5
STORE_2_085,STORE_2,543,7
STORE_2_085,STORE_2,544,9
STORE_2_085,STORE_2,545,1
STORE_2_085,STORE_2,546,8
STORE_2_085,STORE_2,547,6
STORE_2_085,STORE_2,548,5
STORE_2_085,STORE_2,549,5
STORE_2_085,STORE_2,550,7
STORE_2_085,STORE_2,551,9
STORE_2_085,STORE_2,552,9
STORE_2_085,STORE_2,553,13
STORE_2_085,STORE_2,554,17
STORE_2_085,STORE_2,555,20
STORE_2_085,STORE_2,556,6
STORE_2_085,STORE_2,557,9
STORE_2_085,STORE_2,558,5
STORE_2_085,STORE_2,559,1
STORE_2_085,STORE_2,560,6
STORE_2_085,STORE_2,561,3
STORE_2_085,STORE_2,562,10
STORE_2_085,STORE_2,563,4
STORE_2_085,STORE_2,564,14
STORE_2_085,STORE_2,565,10
STORE_2_085,STORE_2,566,8
STORE_2_085,STORE_2,567,12
STORE_2_085,STORE_2,568,10
STORE_2_085,STORE_2,569,7
STORE_2_085,STORE_2,570,5
STORE_2_085,STORE_2,571,2
STORE_2_085,STORE_2,572,2
STORE_2_085,STORE_2,573,6
STORE_2_085,STORE_2,574,7
STORE_2_085,STORE_2,575,4
STORE_2_085,STORE_2,576,10
STORE_2_085,STORE_2,577,7
STORE_2_085,STORE_2,578,4
STORE_2_085,STORE_2,579,4
STORE_2_085,STORE_2,580,4
STORE_2_085,STORE_2,581,7
STORE_2_085,STORE_2,582,8
STORE_2_085,STORE_2,583,4
STORE_2_085,STORE_2,584,14
STORE_2_085,STORE_2,585,13
STORE_2_085,STORE_2,586,3
STORE_2_085,STORE_2,587,11
STORE_2_085,STORE_2,588,4
STORE_2_085,STORE_2,589,8
STORE_2_085,STORE_2,590,1
STORE_2_085,STORE_2,591,1
STORE_2_085,STORE_2,592,4
STORE_2_085,STORE_2,593,9
STORE_2_085,STORE_2,594,11
STORE_2_085,STORE_2,595,8
STORE_2_085,STORE_2,596,11
STORE_2_085,STORE_2,597,8
STORE_2_085,STORE_2,598,3
STORE_2_085,STORE_2,599,5
STORE_2_085,STORE_2,600,8
STORE_2_085,STORE_2,601,10
STORE_2_085,STORE_2,602,6
STORE_2_085,STORE_2,603,5
STORE_2_085,STORE_2,604,9
STORE_2_085,STORE_2,605,5
STORE_2_085,STORE_2,606,4
STORE_2_085,STORE_2,607,3
STORE_2_085,STORE_2,608,8
STORE_2_085,STORE_2,609,12
STORE_2_085,STORE_2,610,12
STORE_2_085,STORE_2,611,14
STORE_2_085,STORE_2,612,16
STORE_2_085,STORE_2,613,9
STORE_2_085,STORE_2,614,5
STORE_2_085,STORE_2,615,6
STORE_2_085,STORE_2,616,13
STORE_2_085,STORE_2,617,4
STORE_2_085,STORE_2,618,6
STORE_2_085,STORE_2,619,3
STORE_2_085,STORE_2,620,4
STORE_2_085,STORE_2,621,5
STORE_2_085,STORE_2,622,8
STORE_2_085,STORE_2,623,8
STORE_2_085,STORE_2,624,18
STORE_2_085,STORE_2,625,15
STORE_2_085,STORE_2,626,8
STORE_2_085,STORE_2,627,8
STORE_2_085,STORE_2,628,11
STORE_2_085,STORE_2,629,15
STORE_2_085,STORE_2,630,10
STORE_2_085,STORE_2,631,14
STORE_2_085,STORE_2,632,14
STORE_2_085,STORE_2,633,7
STORE_2_085,STORE_2,634,15
STORE_2_085,STORE_2,635,8
STORE_2_085,STORE_2,636,6
STORE_2_085,STORE_2,637,10
STORE_2_085,STORE_2,638,11
STORE_2_085,STORE_2,639,5
STORE_2_085,STORE_2,640,7
STORE_2_085,STORE_2,641,6
STORE_2_085,STORE_2,642,7
STORE_2_085,STORE_2,643,5
STORE_2_085,STORE_2,644,4
STORE_2_085,STORE_2,645,10
STORE_2_085,STORE_2,646,7
STORE_2_085,STORE_2,647,2
STORE_2_085,STORE_2,648,9
STORE_2_085,STORE_2,649,4
STORE_2_085,STORE_2,650,4
STORE_2_085,STORE_2,651,7
STORE_2_085,STORE_2,652,9
STORE_2_085,STORE_2,653,22
STORE_2_085,STORE_2,654,2
STORE_2_085,STORE_2,655,1
STORE_2_085,STORE_2,656,1
STORE_2_085,STORE_2,657,2
STORE_2_085,STORE_2,658,1
STORE_2_085,STORE_2,659,5
STORE_2_085,STORE_2,660,7
STORE_2_085,STORE_2,661,1
STORE_2_085,STORE_2,662,1
STORE_2_085,STORE_2,663,2
STORE_2_085,STORE_2,664,0
STORE_2_085,STORE_2,665,2
STORE_2_085,STORE_2,666,1
STORE_2_085,STORE_2,667,3
STORE_2_085,STORE_2,668,1
STORE_2_085,STORE_2,669,1
STORE_2_085,STORE_2,670,1
STORE_2_085,STORE_2,671,2
STORE_2_085,STORE_2,672,5
STORE_2_085,STORE_2,673,1
STORE_2_085,STORE_2,674,4
STORE_2_085,STORE_2,675,2
STORE_2_085,STORE_2,676,0
STORE_2_085,STORE_2,677,2
STORE_2_085,STORE_2,678,0
STORE_2_085,STORE_2,679,1
STORE_2_085,STORE_2,680,1
STORE_2_085,STORE_2,681,5
STORE_2_085,STORE_2,682,0
STORE_2_085,STORE_2,683,3
STORE_2_085,STORE_2,684,14
STORE_2_085,STORE_2,685,0
STORE_2_085,STORE_2,686,3
STORE_2_085,STORE_2,687,2
STORE_2_085,STORE_2,688,5
STORE_2_085,STORE_2,689,3
STORE_2_085,STORE_2,690,3
STORE_2_085,STORE_2,691,3
STORE_2_085,STORE_2,692,4
STORE_2_085,STORE_2,693,1
STORE_2_085,STORE_2,694,8
STORE_2_085,STORE_2,695,5
STORE_2_085,STORE_2,696,0
STORE_2_085,STORE_2,697,0
STORE_2_085,STORE_2,698,1
STORE_2_085,STORE_2,699,6
STORE_2_085,STORE_2,700,1
STORE_2_085,STORE_2,701,1
STORE_2_085,STORE_2,702,2
STORE_2_085,STORE_2,703,1
STORE_2_085,STORE_2,704,0
STORE_2_085,STORE_2,705,5
STORE_2_085,STORE_2,706,2
STORE_2_085,STORE_2,707,11
STORE_2_085,STORE_2,708,15
STORE_2_085,STORE_2,709,9
STORE_2_085,STORE_2,710,3
STORE_2_085,STORE_2,711,13
STORE_2_085,STORE_2,712,5
STORE_2_085,STORE_2,713,9
STORE_2_085,STORE_2,714,5
STORE_2_085,STORE_2,715,8
STORE_2_085,STORE_2,716,9
STORE_2_085,STORE_2,717,11
STORE_2_085,STORE_2,718,2
STORE_2_085,STORE_2,719,5
STORE_2_085,STORE_2,720,4
STORE_2_085,STORE_2,721,6
STORE_2_085,STORE_2,722,8
STORE_2_085,STORE_2,723,5
STORE_2_085,STORE_2,724,3
STORE_2_085,STORE_2,725,6
STORE_2_085,STORE_2,726,3
STORE_2_085,STORE_2,727,3
STORE_2_085,STORE_2,728,4
STORE_2_085,STORE_2,729,4
STORE_2_085,STORE_2,730,6
STORE_2_085,STORE_2,731,6
STORE_2_085,STORE_2,732,4
STORE_2_085,STORE_2,733,2
STORE_2_085,STORE_2,734,0
STORE_2_085,STORE_2,735,2
STORE_2_085,STORE_2,736,4
STORE_2_085,STORE_2,737,6
STORE_2_085,STORE_2,738,1
STORE_2_085,STORE_2,739,3
STORE_2_085,STORE_2,740,3
STORE_2_085,STORE_2,741,2
STORE_2_085,STORE_2,742,4
STORE_2_085,STORE_2,743,9
STORE_2_085,STORE_2,744,11
STORE_2_085,STORE_2,745,7
STORE_2_085,STORE_2,746,10
STORE_2_085,STORE_2,747,17
STORE_2_085,STORE_2,748,3
STORE_2_085,STORE_2,749,6
STORE_2_085,STORE_2,750,9
STORE_2_085,STORE_2,751,8
STORE_2_085,STORE_2,752,11
STORE_2_085,STORE_2,753,2
STORE_2_085,STORE_2,754,5
STORE_2_085,STORE_2,755,5
STORE_2_085,STORE_2,756,0
STORE_2_085,STORE_2,757,10
STORE_2_085,STORE_2,758,4
STORE_2_085,STORE_2,759,4
STORE_2_085,STORE_2,760,1
STORE_2_085,STORE_2,761,6
STORE_2_085,STORE_2,762,7
STORE_2_085,STORE_2,763,8
STORE_2_085,STORE_2,764,6
STORE_2_085,STORE_2,765,7
STORE_2_085,STORE_2,766,8
STORE_2_085,STORE_2,767,3
STORE_2_085,STORE_2,768,6
STORE_2_085,STORE_2,769,7
STORE_2_085,STORE_2,770,13
STORE_2_085,STORE_2,771,8
STORE_2_085,STORE_2,772,10
STORE_2_085,STORE_2,773,4
STORE_2_085,STORE_2,774,4
STORE_2_085,STORE_2,775,11
STORE_2_085,STORE_2,776,3
